FLOW_DATE,y
5/16/2015,12.28
5/17/2015,12.05
5/18/2015,11.89
5/19/2015,11.75
5/20/2015,11.69
5/21/2015,11.69
5/22/2015,11.71
5/23/2015,11.65
5/24/2015,11.34
5/25/2015,11.03
5/26/2015,10.72
5/27/2015,10.41
5/28/2015,10.14
5/29/2015,9.85
5/30/2015,9.6
5/31/2015,9.41
6/1/2015,9.24
6/2/2015,9.25
6/3/2015,9.26
6/4/2015,9.29
6/5/2015,9.33
6/6/2015,9.36
6/7/2015,9.38
6/8/2015,9.39
6/9/2015,9.41
6/10/2015,9.42
6/11/2015,9.43
6/12/2015,9.44
6/13/2015,9.44
6/14/2015,9.46
6/15/2015,9.47
6/16/2015,9.48
6/17/2015,9.5
6/18/2015,9.52
6/19/2015,9.56
6/20/2015,9.63
6/21/2015,9.83
6/22/2015,10.96
6/23/2015,13.17
6/24/2015,15.35
6/25/2015,16.91
6/26/2015,18.63
6/27/2015,20.7
6/28/2015,23.81
6/29/2015,26.64
6/30/2015,28.26
7/1/2015,29
7/2/2015,29.38
7/3/2015,29.76
7/4/2015,30.05
7/5/2015,30.21
7/6/2015,30.34
7/7/2015,30.39
7/8/2015,30.41
7/9/2015,30.42
7/10/2015,30.42
7/11/2015,30.36
7/12/2015,30.41
7/13/2015,30.56
7/14/2015,30.67
7/15/2015,30.64
7/16/2015,30.53
7/17/2015,30.27
7/18/2015,29.69
7/19/2015,29.19
7/20/2015,29.76
7/21/2015,30.97
7/22/2015,31.55
7/23/2015,31.68
7/24/2015,31.47
7/25/2015,31.12
7/26/2015,30.73
7/27/2015,30.34
7/28/2015,29.9
7/29/2015,29.47
8/2/2015,28.23
8/3/2015,27.91
8/4/2015,27.55
8/5/2015,27.18
7/30/2015,29.08
7/31/2015,28.72
8/1/2015,28.51
8/6/2015,27.18
8/7/2015,26.99
8/8/2015,27.03
8/9/2015,27.39
8/10/2015,27.93
8/11/2015,28.37
8/12/2015,28.64
8/13/2015,29.19
8/14/2015,29.4
8/15/2015,29.66
8/16/2015,29.69
8/17/2015,29.67
8/18/2015,29.87
8/19/2015,30
8/20/2015,30
8/21/2015,29.66
8/22/2015,29.2
8/23/2015,28.88
8/24/2015,28.27
8/25/2015,27.46
8/26/2015,27.12
8/27/2015,26.94
8/28/2015,26.92
8/29/2015,26.78
8/30/2015,26.47
8/31/2015,26.15
9/1/2015,25.83
9/2/2015,25.53
9/3/2015,25.3
9/4/2015,25.3
9/5/2015,25.38
9/6/2015,25.68
9/7/2015,26.35
9/8/2015,26.9
9/9/2015,27.33
9/10/2015,27.98
9/11/2015,28.4
9/12/2015,28.61
9/13/2015,28.76
9/14/2015,28.85
9/15/2015,28.77
9/16/2015,28.53
9/17/2015,28.26
9/18/2015,28.03
9/19/2015,27.83
9/20/2015,27.5
9/21/2015,27.12
9/22/2015,26.99
9/23/2015,26.82
9/24/2015,26.43
9/25/2015,25.79
9/26/2015,25.36
9/27/2015,25.13
9/28/2015,25.17
9/29/2015,25.34
9/30/2015,25.56
10/1/2015,26.08
10/2/2015,26.45
10/3/2015,26.6
10/4/2015,26.58
10/5/2015,26.99
10/6/2015,27.44
10/7/2015,28.18
10/8/2015,28.66
10/9/2015,28.98
10/10/2015,29.34
10/11/2015,29.63
10/12/2015,30
10/13/2015,30.37
10/14/2015,30.58
10/15/2015,30.5
10/16/2015,30.37
10/17/2015,30.16
10/18/2015,29.98
10/19/2015,29.71
10/20/2015,29.43
10/21/2015,29.17
10/22/2015,28.89
10/23/2015,28.59
10/24/2015,28.28
10/25/2015,27.94
10/26/2015,27.58
10/27/2015,27.25
10/28/2015,26.93
10/29/2015,26.88
10/30/2015,26.74
10/31/2015,26.62
11/1/2015,26.47
11/2/2015,26.72
11/3/2015,27.39
11/4/2015,28.15
11/5/2015,29.04
11/6/2015,29.93
11/7/2015,30.3
11/8/2015,30.58
11/9/2015,30.77
11/10/2015,31.04
11/11/2015,31.4
11/12/2015,31.8
11/13/2015,32.1
11/14/2015,32.21
11/15/2015,32.38
11/16/2015,32.61
11/17/2015,32.74
11/18/2015,32.59
11/19/2015,32.42
11/20/2015,32.4
11/21/2015,32.34
11/22/2015,32.35
11/23/2015,32.4
11/24/2015,32.49
11/25/2015,32.54
11/26/2015,32.48
11/27/2015,32.33
11/28/2015,32.12
11/29/2015,31.87
11/30/2015,31.65
12/1/2015,31.44
12/2/2015,31.33
12/3/2015,31.33
12/4/2015,31.47
12/5/2015,31.62
12/6/2015,31.72
12/7/2015,31.8
12/8/2015,31.88
12/9/2015,31.97
12/10/2015,31.87
12/11/2015,31.64
12/12/2015,31.36
12/13/2015,31.1
12/14/2015,30.82
12/15/2015,30.58
12/16/2015,30.31
12/17/2015,30.06
12/18/2015,29.8
12/19/2015,29.64
12/20/2015,29.52
12/21/2015,29.28
12/22/2015,29.03
12/23/2015,28.81
12/24/2015,28.68
12/25/2015,28.57
12/26/2015,28.47
12/27/2015,28.36
12/28/2015,28.27
12/29/2015,28.21
12/30/2015,28.12
12/31/2015,28.01
7/9/2014,11.66
7/10/2014,11.74
7/11/2014,11.85
7/12/2014,11.93
7/13/2014,12.1
7/14/2014,12.59
7/15/2014,14.04
7/16/2014,15.58
7/17/2014,16.73
7/18/2014,18.2
7/19/2014,19.76
7/20/2014,21.02
7/21/2014,22.61
7/22/2014,24.75
7/23/2014,27.17
7/24/2014,29.19
7/25/2014,31.52
7/26/2014,33.31
7/27/2014,34.42
7/28/2014,34.85
7/29/2014,35.55
7/30/2014,35.94
7/31/2014,36.33
8/1/2014,36.72
8/2/2014,38.49
8/3/2014,40.87
8/4/2014,42.1
8/5/2014,44.98
8/6/2014,48.34
8/7/2014,49.45
8/8/2014,49.24
8/9/2014,47.86
8/10/2014,47.65
8/11/2014,48.4
8/12/2014,49.17
8/13/2014,49.45
8/14/2014,49.45
8/15/2014,49.45
8/16/2014,49.45
8/17/2014,49.33
8/18/2014,49.17
8/19/2014,49.21
8/20/2014,49.17
8/21/2014,49.03
8/22/2014,48.8
8/23/2014,48.49
8/24/2014,48.25
8/25/2014,48.1
8/26/2014,47.83
8/27/2014,47.52
8/28/2014,47.15
8/29/2014,46.77
8/30/2014,46.43
8/31/2014,46.19
9/1/2014,46.34
9/2/2014,47.43
9/3/2014,48.89
9/4/2014,49.45
9/5/2014,49.45
9/6/2014,49.45
9/7/2014,49.45
9/8/2014,49.45
9/9/2014,49.45
9/10/2014,49.45
9/11/2014,49.45
9/12/2014,49.45
9/13/2014,49.45
9/14/2014,49.45
9/15/2014,49.45
9/16/2014,49.45
9/17/2014,49.42
9/18/2014,49.34
9/19/2014,49.2
9/20/2014,49.03
9/21/2014,48.87
9/22/2014,48.66
9/23/2014,48.47
9/24/2014,48.54
9/25/2014,49.45
9/26/2014,49.45
9/27/2014,49.45
9/28/2014,49.45
9/29/2014,49.45
9/30/2014,49.45
10/1/2014,49.45
10/2/2014,49.45
10/3/2014,49.45
10/4/2014,49.45
10/5/2014,49.45
10/6/2014,49.33
10/7/2014,49.31
10/8/2014,49.4
10/9/2014,49.45
10/10/2014,49.45
10/11/2014,49.45
10/12/2014,49.45
10/13/2014,49.45
10/14/2014,49.45
10/15/2014,49.45
10/16/2014,49.38
10/17/2014,49.26
10/18/2014,49.13
10/19/2014,49.06
10/20/2014,49.05
10/21/2014,49.05
10/22/2014,49.02
10/23/2014,49.01
10/24/2014,48.88
10/25/2014,48.8
10/26/2014,48.89
10/27/2014,49.07
10/28/2014,49.35
10/29/2014,49.45
10/30/2014,49.45
10/31/2014,49.45
11/1/2014,49.45
11/2/2014,49.45
11/3/2014,49.45
11/4/2014,49.45
11/5/2014,49.45
11/6/2014,49.41
11/7/2014,49.31
11/8/2014,49.2
11/9/2014,49.07
11/10/2014,48.94
11/11/2014,48.8
11/12/2014,48.49
11/13/2014,48.2
11/14/2014,47.91
11/15/2014,47.62
11/16/2014,47.35
11/17/2014,47.06
11/18/2014,46.78
11/19/2014,46.5
11/20/2014,46.23
11/21/2014,45.95
11/22/2014,45.66
11/23/2014,45.38
11/24/2014,45.11
11/25/2014,44.83
11/26/2014,44.56
11/27/2014,44.28
11/28/2014,44.03
11/29/2014,43.77
11/30/2014,43.52
12/1/2014,43.26
12/2/2014,43.26
12/3/2014,42.75
12/4/2014,42.44
12/5/2014,42.14
12/6/2014,41.87
12/7/2014,41.58
12/8/2014,41.3
12/9/2014,41.03
12/10/2014,41.03
12/11/2014,40.76
12/12/2014,40.91
12/13/2014,41.01
12/14/2014,41.12
12/15/2014,41.21
12/16/2014,41.3
12/17/2014,41.35
12/18/2014,41.39
12/19/2014,41.31
12/20/2014,41.22
12/21/2014,41.09
12/22/2014,40.99
12/23/2014,40.87
12/24/2014,40.77
12/25/2014,40.66
12/26/2014,40.57
12/27/2014,40.52
12/28/2014,40.42
12/29/2014,40.29
12/30/2014,40.09
12/31/2014,40.09
1/22/2013,11.49
1/23/2013,11.48
1/24/2013,11.48
1/25/2013,11.48
1/26/2013,11.47
1/27/2013,11.46
1/28/2013,11.46
1/29/2013,11.45
1/30/2013,11.45
1/31/2013,11.44
2/1/2013,11.43
2/2/2013,12.14
2/3/2013,11.42
2/4/2013,11.41
1/1/2020,45.16
1/2/2020,45.16
1/3/2020,45.13
1/4/2020,45.08
1/5/2020,45.03
1/6/2020,44.96
1/7/2020,44.9
1/8/2020,44.82
1/9/2020,44.74
1/10/2020,44.66
1/11/2020,44.6
1/12/2020,44.53
1/13/2020,44.45
1/14/2020,44.29
1/15/2020,43.9
1/16/2020,43.52
1/17/2020,43.14
1/18/2020,42.78
1/19/2020,42.43
1/20/2020,42.1
1/21/2020,41.79
1/22/2020,41.51
1/23/2020,41.24
1/24/2020,40.95
1/25/2020,40.65
1/26/2020,40.35
1/27/2020,40.06
1/28/2020,39.78
1/29/2020,39.5
1/30/2020,39.22
1/31/2020,38.92
2/1/2020,38.64
2/2/2020,38.48
2/3/2020,38.43
2/4/2020,38.39
2/5/2020,38.35
2/6/2020,38.32
2/7/2020,38.27
2/8/2020,38.22
2/9/2020,38.18
2/10/2020,38.14
2/11/2020,38.11
2/12/2020,38.06
2/13/2020,38.02
2/14/2020,37.76
2/15/2020,37.49
2/16/2020,37.21
2/17/2020,36.94
2/18/2020,36.67
2/19/2020,36.41
2/20/2020,36.14
2/21/2020,35.87
2/22/2020,35.61
2/23/2020,35.34
2/24/2020,35.05
2/25/2020,34.77
2/26/2020,34.39
2/27/2020,33.89
2/28/2020,33.38
2/29/2020,33.07
3/1/2020,32.79
3/2/2020,32.72
3/3/2020,32.74
3/4/2020,32.74
3/5/2020,32.7
3/6/2020,32.65
3/7/2020,32.59
3/8/2020,32.54
3/9/2020,32.48
3/10/2020,32.42
3/11/2020,32.36
3/12/2020,32.3
3/13/2020,32.25
3/14/2020,32.19
3/15/2020,32
3/16/2020,31.72
3/17/2020,31.41
3/18/2020,31.08
3/19/2020,30.77
3/20/2020,30.44
3/21/2020,30.12
3/22/2020,29.8
3/23/2020,29.46
3/24/2020,29.13
3/25/2020,28.81
3/26/2020,28.49
3/27/2020,28.16
3/28/2020,27.82
3/29/2020,27.48
3/30/2020,27.17
3/31/2020,26.86
4/1/2020,26.56
4/2/2020,26.42
4/3/2020,26.37
4/4/2020,26.3
4/5/2020,26.23
4/6/2020,26.16
4/7/2020,26.09
4/8/2020,26.02
4/9/2020,25.96
4/10/2020,25.95
4/11/2020,25.94
4/12/2020,25.93
4/13/2020,25.89
4/14/2020,25.83
4/15/2020,25.77
4/16/2020,25.59
4/17/2020,25.25
4/18/2020,24.92
4/19/2020,24.58
4/20/2020,24.22
4/21/2020,23.84
4/22/2020,23.48
4/23/2020,23.11
4/24/2020,22.75
4/25/2020,22.38
4/26/2020,22.02
4/27/2020,21.66
4/28/2020,21.3
4/29/2020,20.94
4/30/2020,20.7
5/1/2020,20.55
5/2/2020,20.44
5/3/2020,20.38
5/4/2020,20.37
5/5/2020,20.36
5/6/2020,20.33
5/7/2020,20.31
5/8/2020,20.28
5/9/2020,20.25
5/10/2020,20.21
5/11/2020,20.18
5/12/2020,20.13
5/13/2020,20.09
5/14/2020,20.01
5/15/2020,19.95
5/16/2020,19.61
5/17/2020,19.26
5/18/2020,19
5/19/2020,18.73
5/20/2020,18.46
5/21/2020,18.21
5/22/2020,17.98
5/23/2020,17.73
5/24/2020,17.48
5/25/2020,17.32
5/26/2020,17.29
5/27/2020,17.21
5/28/2020,17.13
5/29/2020,17.11
5/30/2020,17.13
5/31/2020,17.13
6/1/2020,17.16
6/2/2020,17.2
6/3/2020,17.22
6/1/2020,17.16
6/2/2020,17.2
6/3/2020,17.22
6/4/2020,17.24
6/5/2020,17.25
6/6/2020,17.27
6/7/2020,17.29
6/8/2020,17.36
6/9/2020,17.42
6/10/2020,17.45
6/11/2020,17.52
6/12/2020,17.57
6/13/2020,17.57
6/14/2020,17.59
6/15/2020,17.6
6/16/2020,17.61
6/17/2020,17.72
6/18/2020,17.94
6/19/2020,18.15
6/20/2020,18.62
6/21/2020,19.04
6/22/2020,19.26
6/23/2020,19.42
6/24/2020,19.66
6/25/2020,19.91
6/26/2020,20.08
6/27/2020,20.21
6/28/2020,20.33
6/29/2020,20.44
6/30/2020,20.55
7/1/2020,20.65
7/2/2020,20.84
7/3/2020,21
7/4/2020,21.15
7/5/2020,21.39
7/6/2020,21.85
7/7/2020,22.34
7/8/2020,23.07
7/23/2020,29.49
7/24/2020,29.42
7/25/2020,29.2
7/26/2020,28.91
7/27/2020,28.63
7/28/2020,28.49
7/29/2020,28.37
7/30/2020,28.13
7/31/2020,27.86
8/1/2020,27.84
8/2/2020,27.73
8/3/2020,27.6
8/4/2020,27.62
8/5/2020,28.97
8/13/2020,47.58
8/14/2020,48.41
8/15/2020,48.84
8/16/2020,49.17
8/17/2020,49.45
8/18/2020,49.45
8/19/2020,48.48
8/20/2020,48.09
8/21/2020,49.31
8/22/2020,49.45
8/23/2020,49.34
8/24/2020,49.24
8/25/2020,49.23
8/26/2020,49.09
8/27/2020,48.85
8/28/2020,48.5
8/29/2020,48.16
8/30/2020,47.83
8/31/2020,47.5
9/1/2020,47.27
9/2/2020,47.38
9/3/2020,47.79
9/4/2020,48.2
9/5/2020,48.54
9/6/2020,48.68
9/7/2020,48.67
9/8/2020,48.63
9/9/2020,48.73
9/10/2020,49.01
9/11/2020,49.03
9/12/2020,49.08
9/13/2020,49.13
9/14/2020,49.21
9/15/2020,49.27
9/16/2020,49.31
9/17/2020,49.34
9/18/2020,49.37
9/19/2020,49.35
9/20/2020,49.24
9/21/2020,49.17
9/22/2020,48.68
9/23/2020,47.72
9/24/2020,47.11
9/25/2020,47.72
9/26/2020,48.27
9/27/2020,48.68
9/28/2020,49.03
9/29/2020,49.24
9/30/2020,49.34
10/1/2020,49.38
10/2/2020,49.41
10/3/2020,49.45
10/4/2020,49.45
10/5/2020,49.45
10/6/2020,49.45
10/7/2020,49.45
10/8/2020,49.45
10/9/2020,49.45
10/10/2020,49.45
10/11/2020,49.45
10/12/2020,49.45
10/13/2020,49.45
10/14/2020,49.45
10/15/2020,49.45
10/16/2020,49.45
10/17/2020,49.45
10/18/2020,49.45
10/19/2020,49.45
10/20/2020,49.45
10/21/2020,49.45
10/22/2020,49.45
10/23/2020,49.45
10/24/2020,49.45
10/25/2020,49.45
10/26/2020,49.45
10/27/2020,49.45
10/28/2020,49.45
10/29/2020,49.45
10/30/2020,49.23
10/31/2020,49.1
11/1/2020,48.91
11/2/2020,48.7
11/3/2020,48.6
11/4/2020,48.59
11/5/2020,48.52
11/6/2020,48.6
11/7/2020,48.75
11/8/2020,48.74
11/9/2020,48.6
11/10/2020,48.43
11/11/2020,48.2
11/12/2020,48.06
11/13/2020,47.88
11/14/2020,47.73
11/15/2020,47.54
11/16/2020,47.39
11/17/2020,47.28
11/18/2020,47.16
11/19/2020,46.97
11/20/2020,46.82
11/21/2020,46.61
11/22/2020,46.37
11/23/2020,46.09
11/24/2020,45.82
11/25/2020,45.57
11/26/2020,45.34
11/27/2020,45.1
11/28/2020,44.85
11/29/2020,44.62
11/30/2020,44.42
12/1/2020,44.21
12/2/2020,44.02
12/3/2020,43.81
12/4/2020,43.62
12/5/2020,43.43
12/6/2020,43.27
12/7/2020,43.14
12/8/2020,43.04
12/9/2020,43.04
12/10/2020,43.04
12/11/2020,43.04
12/12/2020,43.04
12/13/2020,43.02
12/14/2020,42.98
12/15/2020,42.92
12/16/2020,42.83

