SNO.,FLOW_DATE,PRESENT_STORAGE_TMC,RES_LEVEL_FT,INFLOW_CUSECS,OUTFLOW_CUECS
1244,7/9/2018,32,110.4,22437,3499
1245,7/10/2018,35,112.7,31490,3571
1246,7/11/2018,37,115.2,35698,3612
1247,7/12/2018,40,117.7,37783,3768
1248,7/13/2018,43,120.2,39737,3766
1249,7/14/2018,47,122.7,41961,3929
1250,7/15/2018,48,123.43,43654,32007
1251,7/16/2018,47.04,123.05,65777,71583
1252,7/17/2018,46.17,122.4,71964,81842
1253,7/18/2018,45.74,122.08,71353,76107
1254,7/19/2018,48.48,124.1,58719,26844
1255,7/20/2018,49.45,124.8,47952,36453
1256,7/21/2018,48.82,124.35,40739,47816
1257,7/22/2018,47.31,123.25,31534,48859
1258,7/23/2018,47.04,123.05,48063,51038
1259,7/24/2018,46.64,122.75,48145,52606
1260,7/25/2018,46.8,122.87,40243,38202
1261,7/26/2018,47.42,123.33,49893,42524
1262,7/27/2018,47.11,123.1,45331,48780
1263,7/28/2018,46.57,122.7,34740,40780
1264,7/29/2018,46.54,122.68,22945,23069
1265,7/30/2018,46.41,122.58,16693,18056
1266,7/31/2018,46.57,122.7,9421,7378
1267,8/1/2018,46.82,122.89,8135,5009
1268,8/2/2018,47.11,123.1,8608,5123
1269,8/3/2018,47.46,123.36,9476,5160
1270,8/4/2018,47.72,123.55,8104,4897
1271,8/5/2018,47.83,123.63,6125,4657
1272,8/6/2018,47.99,123.75,6758,4657
1273,8/7/2018,48.05,123.79,5493,4657
1274,8/8/2018,48.01,123.76,4386,4657
1275,8/9/2018,48.68,124.25,12710,4671
1276,8/10/2018,49.01,124.48,47709,43786
1277,8/11/2018,47.11,123.1,40538,62319
1278,8/12/2018,45.55,121.94,31672,49444
1279,8/13/2018,45.63,122,27528,26425
1280,8/14/2018,45.57,121.95,57464,58021
1281,8/15/2018,44.89,121.43,99896,107579
1282,8/16/2018,44.93,121.46,123145,122496
1283,8/17/2018,42.98,119.95,100211,122530
1284,8/18/2018,43.81,120.6,133279,123472
1285,8/19/2018,44.3,120.98,115638,109815
1286,8/20/2018,45.17,121.65,94382,84060
1287,8/21/2018,45.13,121.62,72858,73134
1288,8/22/2018,45.97,122.25,28438,18632
1289,8/23/2018,47.79,123.6,25857,4570
1290,8/24/2018,49.17,124.6,24536,8328
1291,8/25/2018,49.31,124.7,21170,19362
1292,8/26/2018,48.78,124.32,20645,26590
1293,8/27/2018,48.61,124.2,10162,11907
1294,8/28/2018,48.96,124.45,8944,4713
1295,8/29/2018,49.42,124.78,10237,4714
1296,8/30/2018,49.45,124.8,9880,9364
1297,8/31/2018,49.45,124.8,10377,10184
1298,9/1/2018,49.45,124.8,11455,11278
1299,9/2/2018,49.45,124.8,7111,6902
1300,9/3/2018,49.45,124.8,7111,6902
1301,9/4/2018,49.45,124.8,5470,5081
1302,9/5/2018,49.37,124.74,3954,4714
1303,9/6/2018,49.13,124.57,2177,4714
1304,9/7/2018,48.78,124.32,884,4713
1305,9/8/2018,48.41,124.05,1323,5476
1306,9/9/2018,48.02,123.77,1235,5475
1307,9/10/2018,47.63,123.48,1167,5548
1308,9/11/2018,47.24,123.2,1270,5493
1309,9/12/2018,46.85,122.91,1090,5443
1310,9/13/2018,46.58,122.71,2508,5404
1311,9/14/2018,46.26,122.47,1877,5393
1312,9/15/2018,45.87,122.18,1069,5358
1313,9/16/2018,45.87,121.93,1446,4840
1314,9/17/2018,45.16,121.64,1071,5268
1315,9/18/2018,44.78,121.35,1040,5236
1316,9/19/2018,44.32,121,1030,5226
1317,9/20/2018,44.03,120.77,1071,5196
1318,9/21/2018,43.7,120.51,1022,4685
1319,9/22/2018,43.41,120.29,1088,4158
1320,9/23/2018,43.13,120.07,1079,4149
1321,9/24/2018,42.89,119.88,1108,3697
1322,9/25/2018,42.79,119.8,1118,2090
1323,9/26/2018,43.17,120.1,6154,1585
1324,9/27/2018,43.88,120.65,9677,1337
1325,9/28/2018,45.24,121.7,17389,1405
1326,9/29/2018,46.43,122.6,15495,1463
1327,9/30/2018,47.38,123.3,12660,1521
1328,10/1/2018,47.95,123.72,8418,1572
1329,10/2/2018,48.5,124.12,9003,2383
1330,10/3/2018,48.75,124.3,7558,4395
1331,10/4/2018,48.87,124.38,5759,4210
1332,10/5/2018,49.09,124.54,6553,3711
1333,10/6/2018,49.31,124.7,6553,3711
1334,10/7/2018,49.45,124.8,5584,3711
1335,10/8/2018,49.45,124.8,3969,3711
1336,10/9/2018,49.45,124.8,3969,3711
1337,10/10/2018,49.45,124.8,3969,3711
1338,10/11/2018,49.45,124.8,3969,3711
1339,10/12/2018,49.45,124.8,4017,3761
1340,10/13/2018,49.45,124.8,4017,3761
1341,10/14/2018,49.45,124.8,4017,3761
1342,10/15/2018,49.45,124.8,4043,3761
1343,10/16/2018,49.45,124.8,4069,3811
1344,10/17/2018,49.45,124.8,3534,3277
1345,10/18/2018,49.45,124.8,2899,2642
1346,10/19/2018,49.45,124.8,10598,10342
1347,10/20/2018,49.45,124.8,6474,5963
1348,10/21/2018,49.45,124.8,6558,6470
1349,10/22/2018,49.45,124.8,3969,3711
1350,10/23/2018,49.45,124.8,4215,3957
1351,10/24/2018,49.45,124.8,4460,4202
1352,10/25/2018,49.45,124.8,4460,4202
1353,10/26/2018,49.45,124.8,4508,4252
1354,10/27/2018,49.45,124.8,4508,4252
1355,10/28/2018,49.31,124.7,2893,4252
1356,10/29/2018,49.06,124.52,2108,4758
1357,10/30/2018,48.77,124.31,1624,4758
1358,10/31/2018,48.43,124.07,1138,4757
1359,11/1/2018,48.09,123.82,991,4715
1360,11/2/2018,47.75,123.57,951,4701
1361,11/3/2018,47.41,123.32,913,4663
1362,11/4/2018,47.07,123.07,900,4650
1363,11/5/2018,46.73,122.82,920,4613
1364,11/6/2018,46.39,122.57,929,4599
1365,11/7/2018,46.06,122.32,894,4565
1366,11/8/2018,45.73,122.07,883,4553
1367,11/9/2018,45.4,121.82,909,4523
1368,11/10/2018,45.07,121.57,919,4512
1369,11/11/2018,44.74,121.32,888,4481
1370,11/12/2018,44.42,121.07,878,4471
1371,11/13/2018,44.09,120.82,907,4441
1372,11/14/2018,43.77,120.57,918,4430
1373,11/15/2018,43.45,120.32,891,4403
1374,11/16/2018,43.45,120.32,891,4403
1375,11/17/2018,42.82,119.82,909,4367
1376,11/18/2018,42.49,119.56,776,4357
1377,11/19/2018,42.17,119.3,753,4335
1378,11/20/2018,41.85,119.05,890,4327
1379,11/21/2018,41.53,118.79,785,4304
1380,11/22/2018,41.22,118.53,792,4296
1381,11/23/2018,40.92,118.29,1056,4276
1382,11/24/2018,40.63,118.05,1049,4269
1383,11/25/2018,40.42,117.88,1114,3741
1384,11/26/2018,40.2,117.69,1532,4239
1385,11/27/2018,39.94,117.48,1499,4232
1386,11/28/2018,39.73,117.3,1896,4212
1387,11/29/2018,39.49,117.1,1619,4212
1388,11/30/2018,39.25,116.9,1643,4206
1389,12/1/2018,39.03,116.71,1776,4187
1390,12/2/2018,38.78,116.5,1517,4186
1391,12/3/2018,39,116.28,1366,4170
1392,12/4/2018,38,116.1,1403,3665
1393,12/5/2018,38,115.95,1317,3160
1394,12/6/2018,38,115.8,1330,3144
1395,12/7/2018,38,115.71,1126,2147
1396,12/8/2018,38,115.63,1258,1640
1397,12/9/2018,38,115.59,1281,1639
1398,12/10/2018,37.67,115.54,1297,1787
1399,12/11/2018,37.6,115.48,1207,1830
1400,12/12/2018,37.55,115.43,1372,1863
1401,12/13/2018,37.49,115.38,1372,1863
1402,12/14/2018,37.44,115.34,1504,1863
1403,12/15/2018,37.4,115.3,1404,1763
1404,12/16/2018,37.35,115.26,1404,1763
1405,12/17/2018,37.29,115.21,1272,1763
1406,12/18/2018,37.25,115.17,1354,1713
1407,12/19/2018,37.2,115.13,1302,1662
1408,12/20/2018,37.16,115.09,1289,1662
1409,12/21/2018,37.1,115.04,1157,1662
1410,12/22/2018,37.05,115,1289,1662
1411,12/23/2018,37.01,114.96,1184,1547
1412,12/24/2018,36.97,114.92,1179,1542
1413,12/25/2018,36.91,114.87,1050,1542
1414,12/26/2018,36.84,114.81,921,1542
1415,12/27/2018,36.79,114.76,1050,1542
1416,12/28/2018,36.72,114.7,921,1542
1417,12/29/2018,36.66,114.65,622,1114
1418,12/30/2018,36.64,114.63,582,686
1419,12/31/2018,36.61,114.6,453,686
1420,1/8/2019,36.35,114.37,444,665
1421,1/9/2019,36.31,114.33,314,664
1422,1/10/2019,36.26,114.29,314,664
1423,1/11/2019,36.23,114.26,444,664
1424,1/12/2019,36.11,114.15,420,1675
1425,1/13/2019,35.96,114.02,406,2166
1426,1/14/2019,35.75,113.83,269,2854
1427,1/15/2019,35.51,113.61,233,2849
1428,1/16/2019,35.27,113.39,228,2844
1429,1/17/2019,35.18,113.31,271,627
1430,1/18/2019,35.05,113.19,265,1631
1431,1/19/2019,34.85,113,385,2635
1432,1/20/2019,34.63,112.8,298,2620
1433,1/21/2019,34.42,112.6,293,2615
1434,1/22/2019,34.21,112.4,288,2610
1435,1/23/2019,33.99,112.2,276,2598
1436,1/24/2019,33.78,112,289,2611
1437,1/25/2019,33.56,111.79,222,2611
1438,1/26/2019,33.34,111.58,217,2606
1439,1/27/2019,33.12,111.37,206,2595
1440,1/28/2019,32.9,111.16,202,2591
1441,1/29/2019,32.68,110.94,177,2670
1442,1/30/2019,32.45,110.72,207,2658
1443,1/31/2019,32.23,110.5,206,2657
1444,2/1/2019,32,110.28,194,2645
1445,2/2/2019,31.78,110.06,191,2641
1446,2/3/2019,31.56,109.84,225,2633
1447,2/4/2019,31.34,109.62,232,2625
1448,2/5/2019,31.17,109.45,272,2089
1449,2/6/2019,31.14,109.42,285,493
1450,2/7/2019,31.1,109.38,170,493
1451,2/8/2019,31.06,109.34,170,493
1452,2/9/2019,31.03,109.31,285,493
1453,2/10/2019,31,109.28,285,493
1454,2/11/2019,30.96,109.24,170,493
1455,2/12/2019,30.92,109.2,170,493
1456,2/13/2019,30.88,109.16,170,493
1457,2/14/2019,30.85,109.13,285,493
1458,2/15/2019,30.81,109.09,170,493
1459,2/16/2019,30.78,109.05,170,493
1460,2/17/2019,30.74,109.01,170,493
1461,2/18/2019,30.47,108.74,149,3048
1462,2/19/2019,30.21,108.47,191,3087
1463,2/20/2019,29.95,108.2,186,3082
1464,2/21/2019,29.69,107.93,199,3076
1465,2/22/2019,29.43,107.65,135,3070
1466,2/23/2019,29.11,107.32,142,3624
1467,2/24/2019,28.74,106.92,173,3759
1468,2/25/2019,28.47,106.63,141,3753
1469,3/1/2019,27.18,105.21,99,3727
1470,3/2/2019,26.86,104.85,130,3721
1471,3/3/2019,26.53,104.48,85,3715
1472,3/4/2019,26.19,104.09,68,3902
1473,2/26/2019,28.15,106.28,135,3747
1474,2/27/2019,27.82,105.93,144,3737
1475,2/28/2019,27.5,105.57,103,3731
1476,3/5/2019,25.85,103.7,138,3898
1477,3/6/2019,25.52,103.31,154,3892
1478,3/7/2019,25.18,102.91,71,3886
1479,3/8/2019,24.87,102.54,133,3583
1480,3/9/2019,24.64,102.27,133,3617
1481,3/10/2019,24.61,102.23,113,375
1482,3/11/2019,24.58,102.19,113,375
1483,3/12/2019,24.54,102.15,113,375
1484,3/13/2019,24.52,102.12,210,375
1485,3/14/2019,24.49,102.09,210,375
1486,3/15/2019,24.46,102.05,113,375
1487,3/16/2019,24.43,102.01,113,375
1488,3/17/2019,24.39,101.97,128,375
1489,3/18/2019,24.36,101.93,219,374
1490,3/19/2019,24.33,101.89,129,374
1491,3/20/2019,24.3,101.85,129,374
1492,3/21/2019,23.99,101.48,77,3432
1493,3/22/2019,23.68,101.09,81,3624
1494,3/23/2019,23.34,100.67,122,3873
1495,3/24/2019,23.01,100.25,141,3871
1496,3/25/2019,22.67,99.82,86,3867
1497,4/1/2019,20.31,96.66,59,3856
1498,3/26/2019,22.34,99.39,139,3864
1499,3/27/2019,22,98.95,60,3863
1500,3/28/2019,21.66,98.5,58,3861
1501,3/29/2019,21.32,98.05,57,3860
1502,3/30/2019,20.98,97.59,61,3859
1503,3/31/2019,20.64,97.13,70,3857
1504,4/2/2019,19.97,96.19,128,3855
1505,4/3/2019,19.63,95.71,104,3853
1506,4/4/2019,19.29,95.22,62,3852
1507,4/5/2019,18.96,94.73,113,3848
1508,4/6/2019,18.62,94.23,75,3843
1509,4/7/2019,18.28,93.73,129,3842
1510,4/8/2019,17.95,93.22,97,3840
1511,4/9/2019,17.61,92.7,81,3839
1512,4/10/2019,17.58,92.65,102,332
1513,4/11/2019,17.55,92.6,102,332
1514,4/12/2019,17.52,92.55,101,331
1515,4/13/2019,17.48,92.5,101,331
1516,4/14/2019,17.45,92.45,101,331
1517,4/15/2019,17.43,92.41,175,331
1518,4/16/2019,17.4,92.37,175,331
1519,4/17/2019,17.37,92.32,101,331
1520,4/18/2019,17.34,92.27,101,331
1521,4/19/2019,17.31,92.23,181,330
1522,4/20/2019,17.29,92.19,181,330
1523,4/21/2019,17.21,92.07,118,1390
1524,4/22/2019,17.09,91.88,152,1390
1525,4/23/2019,16.9,91.58,152,2170
1526,4/24/2019,16.96,91.68,169,3628
1527,4/25/2019,16.28,90.56,108,3622
1528,4/26/2019,15.96,90.04,116,3615
1529,4/27/2019,15.63,89.48,154,3831
1530,4/28/2019,15.3,88.91,103,3823
1531,4/29/2019,14.98,88.35,109,3672
1532,4/30/2019,14.66,87.79,151,3674
1533,5/1/2019,14.35,87.22,147,3669
1534,5/2/2019,14.03,86.64,153,3661
1535,5/3/2019,13.72,86.05,122,3021
1536,5/4/2019,13.4,85.45,151,3021
1537,5/5/2019,13.09,84.84,156,3021
1538,5/6/2019,12.77,84.21,107,3021
1539,5/7/2019,12.51,83.68,133,2415
1540,5/8/2019,12.3,83.26,164,2116
1541,5/9/2019,12.02,82.69,154,2911
1542,5/10/2019,11.83,82.28,136,1971
1543,5/11/2019,11.8,82.22,143,50
1544,5/12/2019,11.77,82.16,143,50
1545,5/13/2019,11.74,82.1,143,50
1546,5/14/2019,11.8,82.22,143,50
1547,5/15/2019,11.69,82,197,50
1548,5/16/2019,11.67,81.94,149,50
1549,5/17/2019,11.64,81.88,142,50
1550,5/18/2019,11.61,81.82,142,50
1551,5/19/2019,11.58,81.76,141,50
1552,5/20/2019,11.56,81.7,141,50
1553,5/21/2019,11.53,81.65,195,50
1554,5/22/2019,11.51,81.59,140,50
1555,5/23/2019,11.48,81.53,139,50
1556,5/24/2019,11.45,81.47,139,50
1557,5/25/2019,11.43,81.42,193,50
1558,5/26/2019,11.4,81.37,193,50
1559,5/27/2019,11.38,81.31,138,50
1560,5/28/2019,11.35,81.25,137,50
1561,5/29/2019,11.32,81.2,191,50
1562,5/30/2019,11.3,81.14,137,50
1563,5/31/2019,11.27,81.08,136,50
1564,6/1/2019,11.25,81.03,190,50
1565,6/2/2019,11.22,80.97,122,345
1566,6/3/2019,11.19,80.91,121,344
1567,6/4/2019,11.17,80.85,120,343
1568,6/5/2019,11.14,80.79,120,343
1569,6/6/2019,11.11,80.73,119,342
1570,6/7/2019,11.08,80.67,119,342
1571,6/8/2019,11.06,80.62,170,342
1572,6/9/2019,11.04,80.56,117,340
1573,6/10/2019,11.01,80.5,117,340
1574,6/11/2019,10.98,80.44,116,339
1575,6/12/2019,10.95,80.38,116,339
1576,6/13/2019,10.93,80.32,115,338
1577,6/14/2019,10.9,80.26,114,337
1578,6/15/2019,10.87,80.2,113,336
1579,6/16/2019,10.85,80.14,112,335
1580,6/17/2019,10.82,80.08,111,334
1581,6/18/2019,10.8,80.03,156,332
1582,6/19/2019,10.78,79.99,206,331
1583,6/20/2019,10.76,79.95,204,325
1584,6/21/2019,10.74,79.9,153,325
1585,6/22/2019,10.72,79.86,203,324
1586,6/23/2019,10.71,79.82,203,324
1587,6/24/2019,10.69,79.79,253,324
1588,6/25/2019,10.68,79.76,253,324
1589,6/26/2019,10.67,79.74,303,324
1590,6/27/2019,10.66,79.72,303,324
1591,6/28/2019,10.68,79.77,655,324
1592,6/29/2019,10.73,79.88,956,324
1593,6/30/2019,10.78,79.98,907,324
1594,7/1/2019,10.81,80.05,771,324
1595,7/2/2019,10.83,80.1,669,332
1596,7/3/2019,10.85,80.15,659,333
1597,7/4/2019,10.87,80.2,662,335
1598,7/5/2019,10.96,80.4,1441,337
1599,7/6/2019,11.12,80.75,2222,341
1600,7/7/2019,11.49,81.55,4651,346
1601,7/8/2019,12.49,83.65,12039,356
1602,7/9/2019,13.09,84.85,7407,365
1603,7/10/2019,13.74,86.1,7985,374
1604,7/11/2019,14.28,87.1,6698,384
1605,7/12/2019,14.98,88.35,8546,390
1606,7/13/2019,15.47,89.2,6127,395
1607,7/14/2019,15.85,89.85,4902,399
1608,7/15/2019,16.12,90.3,3608,401
1609,7/16/2019,16.33,90.65,2942,403
1610,7/17/2019,16.48,90.9,2578,405
1611,7/18/2019,16.47,90.88,2546,2595
1612,7/19/2019,16.38,90.73,1949,2908
1613,7/20/2019,15.95,90.03,995,5810
1614,7/21/2019,15.31,88.93,336,7721
1615,7/22/2019,14.85,88.12,641,5906
1616,7/23/2019,14.64,87.75,3703,6019
1617,7/24/2019,14.72,87.9,7047,6011
1618,7/25/2019,14.98,88.35,9066,6039
1619,7/26/2019,15.01,88.4,7220,6812
1620,7/27/2019,14.84,88.1,5068,6968
1621,7/28/2019,14.61,87.7,4921,7425
1622,7/29/2019,14.3,87.13,4352,7927
1623,7/30/2019,13.8,86.2,3200,8931
1624,7/31/2019,13.22,85.1,3394,9994
1625,8/1/2019,12.92,84.5,6511,9972
1626,8/2/2019,12.61,83.9,6512,9933
1627,8/3/2019,12.39,83.45,5104,7589
1628,8/4/2019,12.27,83.2,4782,8332
1629,8/5/2019,12.22,83.1,5654,6149
1630,8/6/2019,12.76,84.2,12655,6296
1631,8/7/2019,14.17,86.9,22719,6330
1632,8/8/2019,16.54,91,30774,3276
1633,8/9/2019,16.51,97.5,51152,424
1634,8/10/2019,25.84,108.5,108555,491
1635,8/11/2019,37.08,118.75,187721,57423
1636,8/12/2019,41.63,122.3,204200,151365
1637,8/13/2019,47.93,123.7,90318,68210
1638,8/14/2019,48.48,124.1,38844,32278
1639,8/15/2019,49.45,124.8,18768,7254
1640,8/16/2019,49.45,124.8,18500,18293
1641,8/17/2019,49.45,124.8,21954,21746
1642,8/18/2019,49.31,124.7,23489,24895
1643,8/19/2019,49.45,124.8,17279,15454
1644,8/20/2019,49.45,124.8,8543,8349
1645,8/21/2019,49.45,124.8,8543,8349
1646,8/22/2019,49.45,124.8,8443,8250
1647,8/23/2019,49.45,124.8,8443,8250
1648,8/24/2019,49.45,124.8,8493,8151
1649,8/25/2019,49.45,124.8,8342,8151
1650,8/26/2019,49.45,124.8,8105,7651
1651,8/27/2019,49.45,124.8,8193,8001
1652,8/28/2019,49.45,124.8,8840,8649
1653,8/29/2019,49.45,124.8,8840,8649
1654,8/30/2019,49.45,124.8,8740,8549
1655,8/31/2019,49.45,124.8,8740,8549
1656,9/1/2019,49.45,124.8,8776,8599
1657,9/2/2019,49.45,124.8,8808,8599
1658,9/3/2019,49.45,124.8,8808,8599
1659,9/4/2019,49.45,124.8,12285,12076
1660,9/5/2019,49.45,124.8,18018,17809
1661,9/6/2019,49.45,124.8,44727,44518
1662,9/7/2019,49.45,124.8,55774,55570
1663,9/8/2019,49.45,124.8,41964,41755
1664,9/9/2019,49.45,124.8,45648,45439
1665,9/10/2019,49.45,124.8,45648,45439
1666,9/11/2019,49.45,124.8,41400,41191
1667,9/12/2019,49.45,124.8,20574,20365
1668,9/13/2019,49.45,124.8,14434,14225
1669,9/14/2019,49.45,124.8,14434,14225
1670,9/15/2019,49.45,124.8,14434,14225
1671,9/16/2019,49.45,124.8,14334,14125
1672,9/17/2019,49.45,124.8,9269,9060
1673,9/18/2019,49.45,124.8,8808,8599
1674,9/19/2019,49.45,124.8,8808,8599
1675,9/20/2019,49.45,124.8,8858,8649
1676,9/21/2019,49.45,124.8,8908,8699
1677,9/22/2019,49.45,124.8,8908,8699
1678,9/23/2019,49.45,124.8,8858,8649
1679,9/24/2019,49.45,124.8,8808,8599
1680,9/25/2019,49.45,124.8,11809,11599
1681,9/26/2019,49.45,124.8,13437,13229
1682,9/27/2019,49.45,124.8,11471,11263
1683,9/28/2019,49.45,124.8,8708,8500
1684,9/29/2019,49.45,124.8,8708,8500
1685,9/30/2019,49.45,124.8,6866,6658
1686,10/1/2019,49.45,124.8,6866,6658
1687,10/2/2019,49.45,124.8,5172,4816
1688,10/3/2019,49.45,124.8,5172,4915
1689,10/4/2019,49.45,124.8,4675,4417
1690,10/5/2019,49.45,124.8,3832,3575
1691,10/6/2019,49.45,124.8,3832,3575
1692,10/7/2019,49.45,124.8,3089,2832
1693,10/8/2019,49.45,124.8,3063,2807
1694,10/9/2019,49.45,124.8,5483,5227
1695,10/10/2019,49.45,124.8,7903,7647
1696,10/11/2019,49.45,124.8,5483,5227
1697,10/12/2019,49.45,124.8,3063,2807
1698,10/13/2019,49.45,124.8,4349,4093
1699,10/14/2019,49.45,124.8,4623,4367
1700,10/15/2019,49.45,124.8,4623,4367
1701,10/16/2019,49.45,124.8,8253,7997
1702,10/17/2019,49.45,124.8,24660,24404
1703,10/18/2019,49.45,124.8,16481,16225
1704,10/19/2019,49.45,124.8,8556,8300
1705,10/20/2019,49.45,124.8,8556,8300
1706,10/21/2019,49.45,124.8,8307,8051
1707,10/22/2019,49.45,124.8,7527,7271
1708,10/23/2019,49.45,124.8,19416,19160
1709,10/24/2019,49.45,124.8,24024,23768
1710,10/25/2019,49.45,124.8,10431,10175
1711,10/26/2019,49.45,124.8,6747,6491
1712,10/27/2019,49.45,124.8,10382,10125
1713,10/28/2019,49.45,124.8,14066,13809
1714,10/29/2019,49.45,124.8,14066,13809
1715,10/30/2019,49.45,124.8,9487,9229
1716,10/31/2019,49.45,124.8,8062,7806
1717,11/1/2019,49.45,124.8,7816,7560
1718,11/2/2019,49.45,124.8,7768,7560
1719,11/3/2019,49.45,124.8,7768,7560
1720,11/4/2019,49.45,124.8,7818,7610
1721,11/5/2019,49.45,124.8,7868,7660
1722,11/6/2019,49.45,124.8,7868,7660
1723,11/7/2019,49.45,124.8,6026,5818
1724,11/8/2019,49.45,124.8,6026,5818
1725,11/9/2019,49.45,124.8,5976,5768
1726,11/10/2019,49.45,124.8,10766,10558
1727,11/11/2019,49.45,124.8,10766,10558
1728,12/11/2019,49.45,124.8,5926,5718
1729,11/13/2019,49.45,124.8,5926,5718
1730,11/14/2019,49.45,124.8,5976,5768
1731,11/15/2019,49.45,124.8,6026,5818
1732,11/16/2019,49.45,124.8,6026,5818
1733,11/17/2019,49.45,124.8,5976,5768
1734,11/18/2019,49.45,124.8,5926,5718
1735,11/19/2019,49.45,124.8,5926,5718
1736,11/20/2019,49.41,124.77,4597,4873
1737,11/21/2019,49.31,124.7,3951,4873
1738,11/22/2019,49.19,124.61,3628,4873
1739,11/23/2019,49.05,124.51,3467,4873
1740,11/24/2019,48.88,124.39,3143,4872
1741,11/25/2019,48.74,124.29,3466,4872
1742,11/26/2019,48.54,124.15,2820,4872
1743,11/27/2019,48.36,124.02,2981,4872
1744,11/28/2019,48.23,123.92,3446,4829
1745,11/29/2019,48.09,123.82,3437,4815
1746,11/30/2019,47.94,123.71,3279,4815
1747,12/1/2019,47.8,123.61,3422,4815
1748,12/2/2019,47.69,123.53,3754,4815
1749,12/3/2019,47.64,123.49,2337,4803
1750,12/4/2019,47.64,123.49,4969,4765
1751,12/5/2019,47.61,123.47,4653,4765
1752,12/6/2019,47.53,123.41,4019,4764
1753,12/7/2019,47.38,123.3,3228,4764
1754,12/8/2019,47.24,123.2,3387,4764
1755,12/9/2019,47.11,123.1,3387,4764
1756,12/10/2019,46.94,122.98,3065,4752
1757,12/11/2019,46.77,122.85,2900,4713
1758,12/12/2019,46.59,122.72,2900,4712
1759,12/13/2019,46.42,122.59,2900,4712
1760,12/14/2019,46.25,122.46,2888,4701
1761,12/15/2019,46.11,122.36,3318,4666
1762,12/16/2019,46.01,122.28,3627,4666
1763,12/17/2019,45.86,122.17,3163,4666
1764,12/18/2019,45.73,122.07,3318,4666
1765,12/19/2019,45.61,121.98,3469,4656
1766,12/20/2019,45.5,121.9,3235,4268
1767,12/21/2019,45.41,121.83,3237,4119
1768,12/22/2019,40.93,121.77,3388,4118
1769,12/23/2019,40.86,121.72,3540,4118
1770,12/24/2019,45.17,121.7,3237,4118
1771,12/25/2019,45.11,121.6,3049,3627
1772,12/26/2019,45.04,121.6,3049,3627
1773,12/27/2019,44.98,121.5,3049,3627
1774,12/28/2019,45.02,121.5,2043,1408
1775,12/29/2019,45.07,121.6,1994,1208
1776,12/30/2019,45.12,121.6,1994,1208
1777,12/31/2019,45.16,121.6,1843,1208
1778,2/5/2017,10.34,78.98,209,248
1779,2/6/2017,10.33,78.96,204,243
1780,2/7/2017,10.33,78.94,204,243
1781,2/8/2017,10.31,78.91,155,243
1782,2/9/2017,10.3,78.88,155,243
1783,2/10/2017,10.29,78.85,155,243
1784,2/11/2017,10.24,78.74,185,662
1785,2/17/2017,10.15,78.53,106,243
1786,2/18/2017,10.14,78.5,155,243
1787,2/12/2017,10.23,78.71,155,243
1788,2/13/2017,10.22,78.68,155,243
1789,2/14/2017,10.2,78.65,155,243
1790,2/15/2017,10.19,78.61,106,243
1791,2/16/2017,10.17,78.57,106,243
1792,2/19/2017,10.12,78.46,105,242
1793,2/20/2017,10.11,78.42,105,242
1794,2/21/2017,10.09,78.38,105,242
1795,2/22/2017,10.07,78.34,105,242
1796,2/23/2017,10.06,78.3,105,242
1797,2/24/2017,10.04,78.26,105,242
1798,2/25/2017,10.03,78.23,154,242
1799,2/26/2017,10.18,78.6,2101,243
1800,2/27/2017,10.92,80.3,8846,262
1801,2/28/2017,11.42,81.4,6100,269
1802,3/1/2017,11.49,81.55,1142,276
1803,3/2/2017,11.56,81.7,1143,277
1804,3/3/2017,11.53,81.65,381,579
1805,3/4/2017,11.46,81.5,347,1080
1806,3/5/2017,11.39,81.35,344,1077
1807,3/6/2017,11.32,81.2,341,1074
1808,3/7/2017,11.32,81.2,341,1074
1809,3/8/2017,11.19,80.9,350,1068
1810,3/9/2017,11.12,80.75,353,1064
1811,3/10/2017,11.08,80.65,323,774
1812,3/11/2017,11.03,80.55,321,772
1813,3/12/2017,10.99,80.45,319,770
1814,3/13/2017,10.94,80.35,317,768
1815,3/14/2017,10.89,80.23,211,766
1816,3/15/2017,10.83,80.11,208,763
1817,3/16/2017,10.78,80,318,821
1818,3/17/2017,10.73,79.87,231,814
1819,3/18/2017,10.67,79.74,226,809
1820,3/19/2017,10.62,79.61,225,808
1821,3/20/2017,10.56,79.48,223,806
1822,3/21/2017,10.49,79.32,216,950
1823,3/22/2017,10.41,79.13,208,1092
1824,3/23/2017,10.33,78.95,257,1084
1825,3/24/2017,10.25,78.76,220,1076
1826,3/25/2017,10.17,78.57,216,1072
1827,3/26/2017,10.09,78.39,261,1069
1828,3/27/2017,10.02,78.21,257,1065
1829,3/28/2017,9.93,78,249,1203
1830,3/29/2017,9.84,77.77,263,1281
1831,3/30/2017,9.74,77.54,258,1276
1832,3/31/2017,9.65,77.31,252,1270
1833,4/1/2017,9.55,77.07,227,1292
1834,4/2/2017,9.45,76.82,250,1313
1835,4/3/2017,9.35,76.56,207,1306
1836,4/4/2017,9.25,76.31,246,1300
1837,4/5/2017,9.15,76.06,239,1290
1838,4/6/2017,9.08,75.88,266,984
1839,4/7/2017,9.02,75.72,258,880
1840,4/8/2017,8.96,75.56,256,878
1841,4/9/2017,8.9,75.4,253,875
1842,4/10/2017,8.84,75.24,251,873
1843,4/11/2017,8.84,75.24,251,873
